0,3,k
1,3,k
2,3,k
3,3,k
4,3,k
5,3,k
6,3,k
7,3,k
8,3,k
9,3,k
10,3,k
11,3,k
12,3,k
13,3,k
14,3,k
15,3,k
16,3,k
17,3,b
18,3,b
19,3,b
20,3,b
21,3,#cd5e77
22,3,#cd5e77
23,3,#cd5e77
24,3,#cd5e77
25,3,k
26,3,k
27,3,k
28,3,k
29,3,k
30,3,k
31,3,k
32,3,b
33,3,b
34,3,#cd5e77
35,3,#cd5e77
36,3,k
37,3,k
38,3,b
39,3,b
40,3,b
41,3,b
42,3,#cd5e77
43,3,#cd5e77
44,3,#cd5e77
45,3,#cd5e77
46,3,k
47,3,k
48,3,k
49,3,k
50,3,k
51,3,k
52,3,k
53,3,k
54,3,b
55,3,b
56,3,b
57,3,b
58,3,#cd5e77
59,3,#cd5e77
60,3,#cd5e77
61,3,#cd5e77
62,3,k
63,3,k
64,3,k
65,3,k
66,3,k
67,3,b
68,3,b
69,3,b
70,3,#cd5e77
71,3,#cd5e77
72,3,#cd5e77
73,3,k
74,3,k
75,3,k
76,3,k
77,3,k
78,3,k
79,3,k
80,3,k
81,3,b
82,3,b
83,3,#cd5e77
84,3,#cd5e77
85,3,k
86,3,k
87,3,k
88,3,k
89,3,k
90,3,k
91,3,k
92,3,k
93,3,k
94,3,k
95,3,k
96,3,k
97,3,k
98,3,b
99,3,b
100,3,b
101,3,b
102,3,#cd5e77
103,3,#cd5e77
104,3,#cd5e77
105,3,#cd5e77
106,3,k
107,3,k
108,3,k
109,3,k
110,3,k
111,3,k
112,3,k
113,3,k
114,3,b
115,3,b
116,3,b
117,3,b
118,3,#cd5e77
119,3,#cd5e77
120,3,#cd5e77
121,3,#cd5e77
122,3,k
123,3,k
124,3,k
125,3,k
126,3,k
127,3,k
128,3,k
129,3,k
130,3,k
131,3,k
132,3,k
133,3,k
134,3,b
135,3,b
136,3,b
137,3,b
138,3,#cd5e77
139,3,#cd5e77
140,3,#cd5e77
141,3,#cd5e77
142,3,k
143,3,k
144,3,k
145,3,k
146,3,k
147,3,k
148,3,k
149,3,k
150,3,k
151,3,k
152,3,k
153,3,k
154,3,k
155,3,k
156,3,k
157,3,k
158,3,b
159,3,b
160,3,b
161,3,b
162,3,#cd5e77
163,3,#cd5e77
164,3,#cd5e77
165,3,#cd5e77
166,3,k
167,3,k
168,3,k
169,3,k
170,3,k
171,3,k
172,3,k
173,3,k
174,3,b
175,3,b
176,3,b
177,3,b
178,3,#cd5e77
179,3,#cd5e77
180,3,#cd5e77
181,3,#cd5e77
182,3,k
183,3,k
184,3,k
185,3,k
186,3,k
187,3,k
188,3,k
189,3,k
190,3,k
191,3,k
192,3,k
193,3,k
194,3,k
195,3,k
196,3,k
197,3,k
198,3,k
199,3,k
200,3,k
201,3,k
202,3,b
203,3,#cd5e77
204,3,k
205,3,k
206,3,k
207,3,b
208,3,#cd5e77
209,3,k
210,3,k
211,3,k
212,3,k
213,3,k
214,3,k
215,3,k
216,3,k
217,3,k
218,3,b
219,3,b
220,3,b
221,3,b
222,3,#cd5e77
223,3,#cd5e77
224,3,#cd5e77
225,3,#cd5e77
226,3,k
227,3,k
228,3,k
229,3,k
230,3,k
231,3,k
232,3,k
233,3,k
234,3,b
235,3,b
236,3,b
237,3,b
238,3,#cd5e77
239,3,#cd5e77
240,3,#cd5e77
241,3,#cd5e77
242,3,k
243,3,k
244,3,k
245,3,k
246,3,b
247,3,b
248,3,#cd5e77
249,3,#cd5e77
250,3,k
251,3,k
252,3,k
253,3,k
254,3,b
255,3,b
256,3,b
